"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.852997708E0,-1.300969668E-1,3.784265345E-1,-6.924149984E-1
3.862995708E0,3.345922977E-3,3.281743938E-1,-1.205251479E-1
3.872993708E0,2.178253014E-1,1.047078449E-1,5.099386007E-1
3.882992708E0,3.683241904E-1,-2.086865419E-1,9.973028558E-1
3.892990708E0,3.884926990E-1,-5.616607314E-1,1.239132586E0
3.902988708E0,2.430351697E-1,-7.377396905E-1,1.218944489E0
3.912986708E0,-1.582512371E-3,-6.828583091E-1,9.477050185E-1
3.922984708E0,-1.210142675E-1,-4.545321393E-1,6.133758456E-1
3.932983708E0,-2.797307968E-2,-1.758167115E-1,3.446495086E-1
3.942981708E0,1.580650033E-1,1.437198830E-1,2.748080260E-1
3.952979708E0,3.152520106E-1,3.764928603E-1,2.842980570E-1
3.962977708E0,3.896861157E-1,4.523061043E-1,3.353939509E-1
3.972976708E0,4.598734246E-1,4.242695823E-1,3.014859474E-1
3.982974709E0,4.602883577E-1,2.761669189E-1,2.175117445E-1
3.992972709E0,3.911058562E-1,5.116430640E-2,8.356957555E-2
4.002970709E0,3.511954665E-1,-1.794212276E-1,-1.458880305E-3
4.012969709E0,3.500078605E-1,-3.480935186E-1,-5.203612626E-2
4.022967709E0,3.751683929E-1,-4.270104647E-1,-1.823962909E-1
4.032965709E0,4.030747412E-1,-3.970288664E-1,-3.613438940E-1
4.042963709E0,4.032727791E-1,-3.115209389E-1,-6.036595273E-1
4.052962709E0,3.778630091E-1,-2.554174894E-1,-9.614763808E-1
4.062960709E0,2.842500732E-1,-2.326946247E-1,-1.334052776E0
4.072958709E0,2.025686733E-1,-1.729542071E-1,-1.637037365E0
4.082956709E0,1.784970021E-1,-1.344590628E-1,-1.843755149E0
4.092955709E0,2.198041089E-1,-7.725458264E-2,-1.881290765E0
4.102953708E0,2.934367434E-1,-6.776747525E-2,-1.811228258E0
4.112951708E0,2.530785666E-1,-1.751825809E-1,-1.677021795E0
4.122949708E0,1.331463629E-1,-3.100386697E-1,-1.583128375E0
4.132948708E0,-6.685450561E-2,-4.237915725E-1,-1.577196960E0
4.142946708E0,-2.855473146E-1,-5.011783022E-1,-1.690868002E0
4.152944708E0,-4.491583654E-1,-5.337531406E-1,-1.874078810E0
4.162942708E0,-6.027491889E-1,-4.776178238E-1,-2.133768860E0
4.172941708E0,-7.099576686E-1,-3.760139734E-1,-2.367562761E0
4.182939708E0,-7.726015212E-1,-2.428179091E-1,-2.532753035E0
4.192937708E0,-8.501740462E-1,-4.523259848E-2,-2.547628936E0
4.202935708E0,-8.557741439E-1,1.508277583E-1,-2.457967731E0
4.212934708E0,-7.877538496E-1,3.296113470E-1,-2.221673561E0
4.222932708E0,-6.984021087E-1,4.316742039E-1,-1.917526546E0
4.232930708E0,-6.857966812E-1,4.089425683E-1,-1.615892079E0
4.242928708E0,-5.831969403E-1,4.220359460E-1,-1.291809567E0
4.252926708E0,-4.325963098E-1,4.201285842E-1,-9.731000608E-1
4.262925708E0,-2.959032451E-1,4.008909523E-1,-7.068985516E-1
4.272923708E0,-1.794233106E-1,3.674422476E-1,-5.371240604E-1
4.282921708E0,-7.557007290E-2,3.358962268E-1,-4.517757618E-1
4.292919708E0,-3.703637358E-2,3.447410175E-1,-4.301761472E-1
4.302918708E0,1.148985185E-2,4.255033448E-1,-4.672685444E-1
4.312916708E0,8.758781869E-2,5.182837468E-1,-5.510568058E-1
4.322914708E0,1.108553150E-1,5.953021020E-1,-7.278111184E-1
4.332912708E0,9.869983077E-2,6.945658967E-1,-9.314602840E-1
4.342911708E0,6.110758798E-2,7.972599605E-1,-1.131261397E0
4.352909708E0,-3.888749242E-2,9.167422575E-1,-1.315217140E0
4.362907708E0,-1.250952586E-1,9.588080040E-1,-1.485241892E0
4.372905708E0,-1.795331835E-1,9.330165204E-1,-1.622328694E0
4.382904708E0,-2.266845823E-1,9.145138836E-1,-1.689000986E0
4.392902708E0,-2.927447985E-1,9.122340542E-1,-1.663101329E0
4.402900708E0,-2.142122521E-1,9.483172220E-1,-1.518328362E0
4.412898708E0,-4.908096174E-2,1.001141553E0,-1.228113508E0
4.422896708E0,8.142677201E-2,1.003762567E0,-8.180593836E-1
4.432895708E0,2.158585356E-1,9.306790960E-1,-3.260302198E-1
4.442893708E0,3.817881719E-1,8.322248483E-1,2.264954066E-1
4.452891708E0,5.350397473E-1,7.175679660E-1,7.247653037E-1
4.462889708E0,4.804400555E-1,6.144572881E-1,1.125724669E0
4.472888708E0,3.338442195E-1,6.421961868E-1,1.375834640E0
4.482886708E0,3.716290870E-2,7.229538363E-1,1.380184969E0
4.492884708E0,-4.186928735E-1,7.299073452E-1,1.135547406E0
4.502882708E0,-7.356535502E-1,7.758740616E-1,7.566080707E-1
4.512881708E0,-9.743071454E-1,7.859593391E-1,5.627202469E-1
4.522879708E0,-1.248732398E0,7.658039868E-1,1.292464455E0
4.532877708E0,-1.443024411E0,6.765509176E-1,3.361170176E0
4.542875709E0,-1.336624528E0,3.335298586E-1,6.355969023E0
4.552874709E0,-7.512070707E-1,-4.804256567E-1,8.924243308E0
4.562872709E0,1.409804807E-1,-1.489382890E0,1.021755210E1
4.572870709E0,7.797392904E-1,-2.216541460E0,1.016112530E1
4.582868709E0,8.338888928E-1,-2.427533559E0,8.580425273E0
4.592866709E0,5.140226981E-1,-2.056223670E0,5.836106527E0
4.602865709E0,2.241711019E-1,-1.099076568E0,2.896456280E0
4.612863709E0,7.979622111E-4,-2.207382381E-2,4.967040128E-1
4.622861709E0,-6.190849207E-2,9.992376995E-1,-1.066681824E0
4.632859709E0,-8.496289395E-2,1.734627979E0,-1.749724320E0
4.642858709E0,-1.657586235E-1,1.991758702E0,-1.622831554E0
4.652856709E0,-3.700891359E-1,1.731379266E0,-7.677224582E-1
4.662854708E0,-5.098480785E-1,1.175800223E0,2.751021409E-1
4.672852708E0,-4.052905436E-1,5.977895075E-1,1.125794250E0
4.682851708E0,-2.013527448E-1,1.058889824E-1,1.578872772E0
4.692849708E0,6.629865468E-3,-3.367797410E-1,1.543325209E0
4.702847708E0,9.781894773E-2,-6.688021874E-1,1.158465568E0
4.712845708E0,-3.760475948E-2,-9.704875249E-1,6.170286012E-1
4.722844708E0,-1.712416307E-1,-1.164596958E0,1.539326298E-1
4.732842708E0,-2.478464780E-1,-1.271540778E0,-1.740780419E-1
4.742840708E0,-2.639138227E-1,-1.345026246E0,-3.631039059E-1
4.752838708E0,-2.158346169E-1,-1.438809153E0,-4.889207840E-1
4.762836708E0,-1.506838803E-1,-1.483964276E0,-6.774525583E-1
4.772835708E0,-4.905437518E-2,-1.468072713E0,-8.882101840E-1
4.782833708E0,1.393573119E-1,-1.446838549E0,-1.122092963E0
4.792831708E0,3.112941400E-1,-1.455667845E0,-1.381768395E0
4.802829708E0,4.109140667E-1,-1.465991689E0,-1.564117323E0
4.812828708E0,4.554210623E-1,-1.407532396E0,-1.613059688E0
4.822826708E0,4.550627741E-1,-1.270255560E0,-1.816887778E0
4.832824708E0,4.456979466E-1,-9.865673679E-1,-2.295713929E0
4.842822708E0,4.387796307E-1,-6.818859172E-1,-2.877330038E0
4.852820708E0,5.152603709E-1,-3.799509037E-1,-3.504204766E0
4.862819708E0,5.932446130E-1,-1.473258609E-1,-4.000253890E0
4.872817708E0,6.636374880E-1,-5.976906896E-2,-4.154615121E0
4.882815708E0,6.785793167E-1,-1.139183789E-1,-4.068710167E0
4.892813708E0,5.071507579E-1,-2.843927819E-1,-3.816523265E0
4.902812708E0,2.264969415E-1,-5.454434788E-1,-3.261794407E0
4.912810708E0,-1.665467916E-1,-7.390903974E-1,-2.640043010E0
4.922808708E0,-5.495845135E-1,-8.366161072E-1,-2.069768745E0
4.932806708E0,-9.170706517E-1,-8.644687343E-1,-1.566715826E0
4.942805708E0,-1.206088216E0,-8.243235058E-1,-1.212194463E0
4.952803708E0,-1.331654541E0,-6.246627259E-1,-9.169603586E-1
4.962801708E0,-1.272753345E0,-2.977220947E-1,-7.906353575E-1
4.972799708E0,-1.084141610E0,-7.514315307E-2,-7.630879551E-1
4.982797708E0,-9.338785462E-1,2.354673743E-2,-7.167487711E-1
4.992796708E0,-9.332562563E-1,1.604294711E-1,-6.039589047E-1
5.002794708E0,-1.031774896E0,3.747413269E-1,-3.864407283E-1
5.012792708E0,-1.013276133E0,4.198780310E-1,5.967025101E-2
5.022790708E0,-8.370335984E-1,3.265824893E-1,7.842203772E-1
5.032789708E0,-7.947497508E-1,2.470539245E-1,1.505844557E0
5.042787708E0,-7.954597490E-1,2.369543213E-1,2.054335604E0
5.052785708E0,-6.376914918E-1,2.126471534E-1,2.540753195E0
5.062783708E0,-5.961651875E-1,2.012026906E-1,2.797089867E0
5.072781708E0,-6.214746778E-1,3.292909196E-1,2.815305698E0
5.082780708E0,-5.177509193E-1,5.917791545E-1,2.735412852E0
5.092778708E0,-2.504076864E-1,9.273657712E-1,2.429920977E0
5.102776709E0,2.661175651E-2,1.196964513E0,1.796240090E0
5.112774709E0,1.855730101E-1,1.355677241E0,1.136642005E0
5.122773709E0,3.761823366E-1,1.492157394E0,6.271320051E-1
5.132771709E0,5.117919122E-1,1.585991172E0,2.684012318E-1
5.142769709E0,4.329258735E-1,1.557476640E0,1.911560047E-1
5.152767709E0,2.954799798E-1,1.496762954E0,3.275996125E-1
5.162766709E0,1.591544127E-1,1.292045502E0,6.432691509E-1
5.172764709E0,1.928492121E-2,9.503669634E-1,1.336369443E0
5.182762709E0,-1.250327299E-1,6.816248390E-1,2.252736894E0
5.192760709E0,-2.643051110E-1,4.619826615E-1,2.907802218E0
5.202758709E0,-2.340297633E-1,1.782093921E-1,3.546718701E0
5.212757709E0,9.804077648E-2,-1.278531709E-1,3.672245557E0
5.222755708E0,4.745530422E-1,-4.537050506E-1,3.147170854E0
5.232753708E0,8.092338156E-1,-6.570776430E-1,2.539751567E0
5.242751708E0,1.080825946E0,-8.159040999E-1,1.634549375E0
5.252750708E0,1.316997910E0,-8.719052231E-1,6.064328617E-1
5.262748708E0,1.490453808E0,-7.768680882E-1,-4.740296799E-1
5.272746708E0,1.470643734E0,-5.718278700E-1,-1.352154002E0
5.282744708E0,1.297120154E0,-3.079003429E-1,-1.800735430E0
5.292742708E0,8.085767347E-1,-3.638807085E-1,-2.008222708E0
5.302741708E0,5.802808973E-1,-3.856218258E-1,-1.321836773E0
5.312739708E0,7.812966232E-1,-3.684503075E-1,-1.610592163E-1
5.322737000E0,1.097775270E0,-5.915920436E-1,6.258631593E-1
5.332735000E0,1.381404259E0,-8.169662467E-1,1.127673545E0
5.342734000E0,1.519101218E0,-9.295593542E-1,1.184944099E0
5.352732000E0,1.541987366E0,-9.188835078E-1,1.050806633E0
5.362730000E0,1.489651424E0,-7.920217323E-1,7.181363153E-1
5.372728000E0,1.415921250E0,-6.471502402E-1,9.145454586E-2
5.382726000E0,1.255944939E0,-4.781317940E-1,-5.949828440E-1
5.392725000E0,1.119628215E0,-3.398208779E-1,-1.193377538E0
5.402723000E0,9.755757719E-1,-2.303419974E-1,-1.601616102E0
5.412721000E0,8.346477883E-1,-7.049549371E-2,-1.947177776E0
5.422719000E0,7.685600719E-1,1.029098260E-1,-2.041364726E0
5.432718000E0,7.569271825E-1,2.006489593E-1,-1.864222743E0
5.442716000E0,7.985314375E-1,1.587288085E-1,-1.720409889E0
5.452714000E0,8.462815547E-1,-2.476500481E-2,-1.561665001E0
5.462712000E0,8.837114093E-1,-2.226830220E-1,-1.491570919E0
5.472710000E0,9.640125375E-1,-2.616491595E-1,-1.462818990E0
5.482709000E0,1.007753000E0,-2.697671413E-1,-1.401290494E0
5.492707000E0,9.913617924E-1,-1.741122481E-1,-1.327030855E0
5.502705000E0,9.936679342E-1,1.499050677E-2,-1.239749467E0
5.512703000E0,1.027116566E0,1.632484138E-1,-1.381167301E0
5.522701000E0,9.602967051E-1,3.575557753E-1,-1.883268294E0
5.532700000E0,9.032702726E-1,6.517745107E-1,-2.509647762E0
5.542698000E0,9.179375745E-1,8.754384032E-1,-2.882674978E0
5.552696000E0,9.708773149E-1,1.092913895E0,-2.828431528E0
5.562694000E0,8.899827674E-1,1.234814417E0,-2.532331451E0
5.572693000E0,7.120117224E-1,1.374671629E0,-2.018714367E0
5.582691000E0,6.323739608E-1,1.582634870E0,-1.437119308E0
5.592689000E0,7.698990843E-1,1.793833669E0,-8.787306780E-1
5.602687000E0,9.747299722E-1,1.991976804E0,-2.311182153E-1
5.612685000E0,1.091448217E0,2.053024659E0,2.037859905E-1
5.622684000E0,1.120120770E0,1.945738776E0,4.121795869E-1
5.632682000E0,1.046019883E0,1.784587759E0,4.854720962E-1
5.642680000E0,8.099234947E-1,1.680005629E0,6.967781907E-1
5.652678000E0,3.235805288E-1,1.878777047E0,1.072141369E0
5.662677000E0,2.100033349E-1,1.974030822E0,1.210737922E0
5.672675000E0,3.012785174E-1,1.943977010E0,1.287677924E0
5.682673000E0,7.670202076E-2,1.950830532E0,1.516984672E0
5.692671000E0,-1.648897272E-1,2.119754838E0,1.924753119E0
5.702669000E0,-1.791528404E-1,2.168190249E0,2.234914581E0
5.712668000E0,-1.036644092E-1,1.917680035E0,2.135318372E0
5.722666000E0,-3.074208713E-1,1.628339632E0,1.808695829E0
5.732664000E0,-7.121073975E-1,1.415304808E0,1.510646875E0
5.742662000E0,-8.919725749E-1,1.033766093E0,1.410566517E0
5.752660000E0,-9.754884291E-1,4.845713326E-1,1.593941047E0
5.762659000E0,-9.847842595E-1,7.427601099E-2,1.909698878E0
5.772657000E0,-8.194422501E-1,-1.723440501E-1,2.308163236E0
5.782655000E0,-8.328615370E-1,-3.391051787E-1,3.093654798E0
5.792653000E0,-1.038123365E0,-5.335204214E-1,3.685894128E0
5.802651000E0,-1.322756979E0,-7.465765876E-1,3.861191899E0
5.812650000E0,-1.550306492E0,-9.557782692E-1,3.835781654E0
5.822648000E0,-1.780235676E0,-1.316925697E0,3.768656788E0
5.832646000E0,-1.919175460E0,-1.687024042E0,3.477330962E0
5.842644000E0,-2.061081537E0,-1.967127599E0,3.104093247E0
5.852643000E0,-2.170883768E0,-2.240736653E0,2.811721939E0
5.862641000E0,-2.125575449E0,-2.433632497E0,2.266476681E0
5.872639000E0,-1.866913632E0,-2.350216411E0,1.410716790E0
5.882637000E0,-1.592773942E0,-2.140871472E0,4.036642867E-1
5.892635000E0,-1.427023797E0,-2.214742271E0,-4.420565200E-1
5.902634000E0,-1.334574348E0,-2.282424670E0,-9.853464693E-1
5.912632000E0,-1.211250942E0,-2.240642513E0,-1.559775181E0
5.922630000E0,-1.021961149E0,-2.058324282E0,-2.253370147E0
5.932628000E0,-8.177500659E-1,-1.712557371E0,-3.036493002E0
5.942626000E0,-7.490726177E-1,-1.227125621E0,-3.384114066E0
5.952625000E0,-7.710354906E-1,-8.538592538E-1,-3.066049508E0
5.962623000E0,-8.831731001E-1,-7.024646080E-1,-2.485947243E0
5.972621000E0,-1.100618771E0,-7.049663392E-1,-1.709114238E0
5.982619000E0,-1.314498225E0,-6.612835452E-1,-1.072202180E0
5.992617000E0,-1.328451144E0,-7.532336426E-1,-6.944778961E-1
6.002616000E0,-1.177417929E0,-8.374236077E-1,-3.426620400E-1
6.012614000E0,-1.031488383E0,-9.133377162E-1,-1.892539054E-1
6.022612000E0,-8.952582715E-1,-9.361672926E-1,-9.862089336E-2
6.032610000E0,-7.659246587E-1,-8.859707004E-1,2.452369022E-1
6.042609000E0,-5.237618205E-1,-7.114172798E-1,2.064213306E-1
6.052607000E0,-3.678671574E-1,-4.961789328E-1,-3.330749452E-2
6.062605000E0,-2.783838724E-1,-4.169205093E-1,-2.558916986E-1
6.072603000E0,-3.357247572E-1,-5.074023709E-1,-5.272907978E-1
6.082601000E0,-5.783075351E-1,-6.832190824E-1,-4.370735228E-1
6.092600000E0,-7.850590872E-1,-7.467198443E-1,-2.782795179E-1
6.102598000E0,-8.353893614E-1,-8.883125103E-1,-4.914111131E-1
6.112596000E0,-7.666544643E-1,-1.046555123E0,-8.042564464E-1
6.122594000E0,-6.904781813E-1,-1.173332114E0,-1.045340071E0
6.132592000E0,-5.568978088E-1,-1.296158141E0,-1.338183834E0
6.142591000E0,-4.016297480E-1,-1.355548895E0,-1.743564278E0
6.152589000E0,-3.039934527E-1,-1.317371547E0,-2.241269919E0
6.162587000E0,-3.395349491E-1,-1.239556509E0,-2.541456031E0
6.172585000E0,-5.406276389E-1,-1.044371480E0,-2.970793687E0
6.182583000E0,-9.090985579E-1,-7.296372038E-1,-3.382523038E0
6.192582000E0,-1.204154030E0,-3.218573543E-1,-3.062918324E0
6.202580000E0,-1.192157151E0,1.470542577E-1,-2.234229287E0
6.212578000E0,-9.039250877E-1,3.935749161E-1,-1.800662924E0
6.222576000E0,-1.553695100E-1,5.833258349E-1,-6.364080280E-1
6.232574000E0,3.151315945E-1,8.763964695E-1,-1.117066112E0
6.242573000E0,6.050532842E-1,9.625391123E-1,-1.532955172E0
6.252571000E0,6.049959084E-1,9.971291935E-1,-1.090310422E0
6.262569000E0,3.448004398E-1,1.047457348E0,-4.532837588E-1
6.272567000E0,1.128690961E-1,1.006794933E0,-3.830452502E-2
6.282565000E0,-1.151919025E-1,8.262931404E-1,3.851221812E-1
6.292564000E0,-2.361202890E-1,5.706303602E-1,9.131526518E-1
6.302562000E0,-8.129771300E-2,3.407178408E-1,1.585602917E0
6.312560000E0,8.190026857E-2,1.757056144E-1,1.859447907E0
6.322558750E0,2.096446082E-1,6.151241630E-2,1.631642139E0
6.332556750E0,3.004680202E-1,-1.588249952E-2,1.319001458E0
6.342555750E0,3.508813249E-1,6.043243557E-2,1.111993067E0
6.352553750E0,4.425202042E-1,1.206239659E-1,1.134261019E0
6.362551750E0,5.096779610E-1,2.549994135E-1,1.338843985E0
6.372549750E0,6.456134458E-1,4.389919943E-1,1.582069445E0
6.382547750E0,7.700544740E-1,4.343402418E-1,1.619040220E0
6.392546750E0,9.187430285E-1,3.672384721E-1,1.460622776E0
6.402544750E0,9.996032967E-1,2.608343500E-1,1.121562620E0
6.412542750E0,9.597945754E-1,1.966965339E-1,8.311179703E-1
6.422540750E0,8.254049483E-1,8.512522727E-2,5.896659708E-1
6.432539750E0,7.526882435E-1,-7.734579921E-2,4.451830262E-1
6.442537750E0,6.867135246E-1,-2.094867334E-1,3.889936227E-1
6.452535750E0,6.781618255E-1,-1.432354411E-1,4.964174992E-1
6.462533750E0,8.009613942E-1,6.354052305E-2,6.634549087E-1
6.472531750E0,9.876292223E-1,2.243699437E-1,1.035086979E0
6.482530750E0,1.254330668E0,2.749495286E-1,1.306502450E0
6.492528750E0,1.392850330E0,2.216650218E-1,1.461636683E0
6.502526750E0,1.319651376E0,-1.399794191E-2,1.577612697E0
6.512524750E0,1.247844352E0,-3.729503247E-1,1.558982883E0
6.522522750E0,1.001761796E0,-7.553994513E-1,1.370711310E0
6.532521750E0,6.186801472E-1,-1.040857888E0,1.052884734E0
6.542519750E0,3.142176747E-1,-1.169070078E0,6.901679134E-1
6.552517750E0,-3.467223465E-2,-1.120000244E0,4.019066137E-1
6.562515750E0,-3.652852097E-1,-1.147363167E0,2.294336325E-1
6.572513750E0,-3.625319020E-1,-1.134661553E0,2.516606534E-1
6.582512750E0,-1.748333560E-1,-1.093260050E0,4.452719039E-1
6.592510750E0,-6.021477297E-2,-1.115051746E0,6.572948670E-1
6.602508750E0,-1.538899451E-2,-1.105475176E0,8.374475813E-1
6.612506750E0,5.293455094E-2,-9.899388725E-1,7.329297709E-1
6.622504750E0,2.336447972E-1,-8.332270610E-1,5.104227501E-1
6.632503750E0,3.886422050E-1,-5.684230363E-1,2.356270033E-1
6.642501750E0,4.727171262E-1,-2.921368343E-1,-1.540717936E-1
6.652499750E0,5.313190909E-1,-1.634296775E-2,-4.144056219E-1
6.662497750E0,5.203026442E-1,1.945766258E-1,-5.131639248E-1
6.672495750E0,3.448889521E-1,3.147082561E-1,-5.352681541E-1
6.682494750E0,7.242536724E-2,3.413396922E-1,-4.251563126E-1
6.692492750E0,-1.013233303E-1,3.314353859E-1,7.118985057E-3
6.702490750E0,-1.749115625E-1,3.984433079E-1,6.177279282E-1
6.712488750E0,-1.160618951E-1,4.555849305E-1,1.116297787E0
6.722486750E0,1.226508301E-1,4.300065780E-1,1.317249048E0
6.732485750E0,2.959539697E-1,2.669604778E-1,1.256820413E0
6.742483750E0,3.686583953E-1,1.038269618E-1,9.168796670E-1
6.752481750E0,4.641876465E-1,-3.918774694E-2,2.925619268E-1
6.762479750E0,5.478998210E-1,-2.207072479E-1,-3.692312032E-1
6.772477750E0,5.885878173E-1,-3.916096669E-1,-8.515937501E-1
6.782476750E0,4.166673249E-1,-5.096599808E-1,-1.128276393E0
6.792474750E0,2.877501069E-1,-6.155045244E-1,-1.338018358E0
6.802472750E0,2.254992604E-1,-6.759504086E-1,-1.615484528E0
6.812470750E0,9.282513320E-2,-6.391927645E-1,-1.833542402E0
6.822468750E0,9.101819739E-2,-5.617554563E-1,-1.958878639E0
6.832467750E0,2.453293613E-1,-4.782174557E-1,-2.055861728E0
6.842465750E0,4.716611921E-1,-3.250759542E-1,-2.015518278E0
6.852463750E0,7.187070036E-1,-1.297245723E-1,-1.970207035E0
6.862461750E0,8.461491153E-1,-2.259364128E-3,-1.746649854E0
6.872459750E0,9.019085292E-1,1.649908841E-2,-1.415780479E0
6.882457750E0,8.702286802E-1,-8.561025381E-2,-1.337142445E0
6.892456750E0,6.227310982E-1,-6.239739239E-2,-1.253788047E0
6.902454750E0,2.717544272E-1,1.841872931E-3,-1.107419960E0
6.912452750E0,1.139920904E-1,-1.153070927E-3,-1.119360559E0
6.922450750E0,3.360979557E-3,3.937807381E-2,-1.250359240E0
6.932448750E0,-6.472465731E-2,1.850789934E-1,-1.277419569E0
6.942447750E0,1.397447996E-3,3.704368991E-1,-1.140237458E0
6.952445750E0,1.916779418E-1,6.246504468E-1,-7.607806438E-1
6.962443750E0,2.428132313E-1,8.716537929E-1,-1.439613730E-1
6.972441750E0,2.604598358E-2,7.821042699E-1,3.801350909E-1
6.982439750E0,-2.664334244E-1,4.844336307E-1,6.505951273E-1
6.992438750E0,-5.301595880E-1,2.105056107E-1,7.340044892E-1
7.002436750E0,-6.972548850E-1,7.446896911E-2,6.970050627E-1
7.012434750E0,-7.794686374E-1,1.923418200E-1,5.487506640E-1
7.022432750E0,-7.633664288E-1,5.070196706E-1,2.423156333E-1
7.032430750E0,-5.816781991E-1,7.281753999E-1,-1.355320269E-1
7.042429750E0,-4.407121720E-1,7.864949441E-1,-3.803689796E-1
7.052427750E0,-5.269102903E-1,7.517677456E-1,-1.804123306E-1
7.062425750E0,-6.732783772E-1,5.161682242E-1,6.276693642E-1
7.072423750E0,-7.053538634E-1,1.330130464E-1,1.820972643E0
7.082421750E0,-8.323745370E-1,8.608153939E-2,2.455385601E0
7.092420750E0,-9.336818605E-1,2.602829576E-1,3.268727451E0
7.102418750E0,-9.928010114E-1,-6.678116691E-1,4.666244152E0
7.112416750E0,-6.418063237E-1,-8.957454908E-1,4.180722354E0
7.122414750E0,-2.659667801E-1,-7.008186167E-1,4.123387481E0
7.132412750E0,1.596423628E-1,-5.757934517E-1,3.853280032E0
7.142411750E0,3.887821727E-1,-3.978965932E-1,2.845767937E0
7.152409750E0,3.285173330E-1,-3.277925706E-1,1.713235940E0
7.162407750E0,2.120505913E-1,-3.038645947E-1,5.691545230E-1
7.172405750E0,5.808007331E-2,-3.968429250E-1,-4.499888527E-1
7.182403750E0,-9.429674948E-2,-4.745734710E-1,-1.030047264E0
7.192402750E0,-2.069882181E-1,-5.576191360E-1,-1.349487087E0
7.202400750E0,-1.830064844E-1,-5.985765427E-1,-1.646983479E0
7.212398750E0,-6.380862703E-2,-5.660104752E-1,-1.554010996E0
7.222396750E0,3.944223787E-2,-5.975550342E-1,-1.156041897E0
7.232394750E0,1.459546157E-1,-5.603801912E-1,-6.411027575E-1
7.242392750E0,2.247256189E-1,-5.490512109E-1,-2.720206583E-1
7.252391750E0,2.007291758E-1,-6.285932243E-1,-2.691870975E-1
7.262389750E0,-4.095673067E-2,-6.432983869E-1,-3.173810184E-1
7.272387750E0,-2.109449193E-1,-5.756811851E-1,-2.811914313E-1
7.282385750E0,-3.268539098E-1,-5.204454625E-1,-2.963409823E-1
7.292383750E0,-4.751505180E-1,-5.734715223E-1,-3.690540326E-1
7.302382750E0,-6.330770885E-1,-6.733688629E-1,-6.112041897E-1
7.312380750E0,-6.374356762E-1,-7.381057262E-1,-9.884624505E-1
7.322378458E0,-6.155844851E-1,-6.862473553E-1,-1.354912718E0
7.332376458E0,-6.303261928E-1,-5.555059522E-1,-1.829040631E0
7.342374458E0,-6.469721925E-1,-4.967607307E-1,-2.285490657E0
7.352373458E0,-6.688860950E-1,-4.586725527E-1,-2.537350116E0
7.362371458E0,-6.516215330E-1,-3.067279762E-1,-2.408013214E0
7.372369458E0,-5.200343301E-1,-1.833996731E-1,-2.105819753E0
7.382367458E0,-3.673205158E-1,-1.994643134E-1,-1.954717761E0
7.392365458E0,-3.106992223E-1,-1.836119270E-1,-1.863126390E0
7.402363458E0,-2.927451822E-1,-1.176769692E-1,-1.772395145E0
7.412362458E0,-2.715860091E-1,1.146709156E-1,-1.645379003E0
7.422360458E0,-1.804087858E-1,3.743843544E-1,-1.583726546E0
7.432358458E0,-7.016370990E-2,4.855440170E-1,-1.634274555E0
7.442356458E0,-7.310252049E-2,5.799613470E-1,-1.684682817E0
7.452354458E0,-6.430203610E-2,6.870378989E-1,-1.676290893E0
7.462353458E0,-6.669399954E-2,8.133512056E-1,-1.546623623E0
7.472351458E0,-9.649252513E-2,8.313308090E-1,-1.338170385E0
7.482349458E0,-1.962339095E-1,7.326596296E-1,-1.022289762E0
7.492347458E0,-3.502456594E-1,5.063946033E-1,-6.775192165E-1
7.502345458E0,-4.637407000E-1,2.871614385E-1,-2.765545893E-1
7.512344458E0,-3.835298016E-1,2.055670524E-1,2.341844952E-1
7.522342458E0,-2.681854695E-2,2.746489817E-1,9.147793472E-1
7.532340458E0,3.438866662E-1,3.842813516E-1,1.548316392E0
